arquivo,antena,unidade,teste,ensaio,tempo_s,status,latencia_ms,rssi_link_dbm,channel_burst,bssid_burst
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,137.228,OK,6.08,-38.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,141.381,OK,5.89,-38.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,145.534,OK,4.66,-37.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,149.683,OK,5.36,-37.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,153.839,OK,4.24,-38.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,158.031,OK,4.57,-39.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,162.179,OK,5.16,-36.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,166.461,OK,3.61,-42.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,170.586,OK,2.92,-45.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,174.718,OK,5.14,-38.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,178.888,OK,11.54,-43.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,183.008,OK,5.39,-42.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,187.144,OK,4.36,-41.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,191.339,OK,15.47,-43.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,195.49,OK,9.89,-44.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,199.635,OK,7.32,-40.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,203.78,OK,5.62,-39.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,207.901,OK,3.13,-40.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,212.048,OK,4.25,-43.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,216.189,OK,5.29,-44.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,220.323,OK,4.2,-43.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,224.461,OK,2.97,-43.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,228.608,OK,6.05,-39.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,232.894,OK,4.16,-41.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,237.03,OK,4.81,-45.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,241.181,OK,6.98,-42.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,245.298,OK,3.63,-43.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,249.449,OK,5.26,-45.0,11,84:0B:BB:2A:35:70
Ping_A4_U1_T2.txt,A4,U1,T2,A4_U1_T2,253.604,OK,5.48,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,0.0,OK,55.59,-59.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,4.106,OK,9.0,-47.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,8.26,OK,18.53,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,12.425,OK,10.22,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,16.578,OK,8.26,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,20.724,OK,5.05,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,24.863,OK,5.51,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,29.021,OK,6.19,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,33.289,OK,5.22,-51.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,37.429,OK,5.29,-51.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,41.602,OK,13.68,-51.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,45.752,OK,6.69,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,49.905,OK,7.59,-51.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,54.048,OK,6.04,-46.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,58.218,OK,9.76,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,62.361,OK,8.98,-51.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,66.5,OK,3.28,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,70.659,OK,6.89,-51.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,74.795,OK,4.76,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,78.932,OK,4.84,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,83.071,OK,4.37,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,87.205,OK,3.46,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,91.363,OK,4.55,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,95.519,OK,7.71,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,99.833,OK,7.13,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,104.014,OK,13.98,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,108.177,OK,7.43,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,112.437,OK,28.09,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,116.588,OK,6.98,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,120.74,OK,5.42,-51.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,124.884,OK,7.19,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,129.067,OK,10.47,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,133.225,OK,5.16,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,137.362,OK,3.7,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,141.534,OK,9.96,-51.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,145.687,OK,4.53,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,149.856,OK,7.27,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,154.038,OK,8.86,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,158.237,OK,3.77,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,162.715,OK,72.03,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,167.09,OK,24.3,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,171.25,OK,11.1,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,175.395,OK,8.43,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,179.566,OK,11.4,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,183.707,OK,9.31,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,187.846,OK,4.04,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,191.983,OK,3.49,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,196.118,OK,5.92,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,200.255,OK,5.9,-56.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,204.41,OK,8.58,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,208.568,OK,7.54,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,212.708,OK,6.45,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,216.842,OK,6.03,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,221.003,OK,7.74,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,225.179,OK,10.17,-51.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,229.566,OK,52.63,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,233.893,OK,14.39,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,238.041,OK,7.18,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,242.193,OK,6.83,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,246.315,OK,4.32,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,250.457,OK,4.17,-51.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,254.654,OK,13.8,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,258.82,OK,10.26,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,262.956,OK,4.9,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,267.103,OK,4.68,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,271.267,OK,6.94,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,275.408,OK,4.53,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,279.577,OK,9.28,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,283.881,OK,34.3,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,288.061,OK,9.27,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,292.268,OK,14.13,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,296.432,OK,8.01,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,300.723,OK,5.33,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,304.875,OK,4.47,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,309.05,OK,13.94,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,313.246,OK,12.97,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,317.405,OK,5.67,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,321.58,OK,3.37,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,325.736,OK,8.97,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,329.88,OK,6.05,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,334.03,OK,8.9,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,338.177,OK,6.09,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,342.324,OK,6.56,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,346.472,OK,5.82,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,350.639,OK,9.66,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,355.769,OK,6.27,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,359.916,OK,5.54,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,364.058,OK,5.43,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,368.315,OK,5.12,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,372.453,OK,3.93,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,376.608,OK,7.7,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,380.743,OK,5.79,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,384.897,OK,9.36,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,389.036,OK,5.36,-56.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,393.18,OK,3.7,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,397.332,OK,8.34,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,401.486,OK,6.24,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,405.656,OK,10.24,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,409.807,OK,6.74,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,413.969,OK,6.74,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,418.12,OK,6.7,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,422.278,OK,5.45,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,426.435,OK,6.01,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,430.579,OK,4.17,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,434.853,OK,3.45,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,439.027,OK,9.08,-51.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,443.157,OK,4.1,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,447.313,OK,9.08,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,451.461,OK,4.96,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,455.624,OK,6.12,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,459.761,OK,3.7,-57.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,463.917,OK,4.86,-50.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,468.072,OK,5.61,-46.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,472.217,OK,4.57,-49.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T1.txt,A5,U3,T1,A5_U3_T1,476.367,OK,3.31,-46.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,0.0,OK,13.06,-45.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,4.177,OK,7.24,-44.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,8.272,OK,6.94,-44.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,12.479,OK,19.61,-43.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,16.622,OK,6.85,-41.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,20.783,OK,10.56,-41.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,24.929,OK,5.02,-40.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,29.077,OK,7.19,-40.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,33.202,OK,2.89,-41.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,37.394,OK,13.19,-40.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,41.534,OK,5.13,-40.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,45.813,OK,5.01,-41.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,49.952,OK,6.91,-40.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,54.09,OK,3.84,-39.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,58.203,OK,3.28,-41.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,63.337,OK,3.99,-41.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,67.478,OK,3.55,-43.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,71.611,OK,4.8,-40.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,75.783,OK,12.22,-40.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,79.928,OK,5.79,-41.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,84.072,OK,6.18,-39.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,88.232,OK,6.16,-39.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,92.389,OK,8.08,-40.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,96.522,OK,2.88,-40.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,100.683,OK,6.59,-40.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,104.832,OK,5.08,-40.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,109.012,OK,10.75,-40.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,113.297,OK,3.35,-40.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,117.548,OK,26.46,-39.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,121.692,OK,7.78,-45.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,125.846,OK,4.65,-42.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,130.006,OK,5.58,-42.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,134.148,OK,5.06,-42.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,138.291,OK,4.69,-43.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,142.458,OK,8.58,-42.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,146.611,OK,7.3,-43.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,150.778,OK,4.02,-43.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,154.954,OK,6.37,-47.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,159.186,OK,4.63,-44.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,163.329,OK,4.6,-46.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,167.448,OK,3.11,-46.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,171.602,OK,5.98,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,175.765,OK,10.83,-45.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,180.016,OK,3.72,-46.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,184.224,OK,16.47,-47.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,188.372,OK,5.0,-45.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,192.526,OK,5.44,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,196.673,OK,3.55,-47.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,200.829,OK,5.57,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,204.982,OK,5.12,-46.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,209.14,OK,5.49,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,213.316,OK,8.37,-45.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,217.555,OK,21.37,-46.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,221.715,OK,4.99,-47.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,225.856,OK,5.79,-48.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,230.01,OK,8.22,-46.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,234.184,OK,9.0,-45.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,238.327,OK,5.29,-45.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,242.464,OK,2.97,-47.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,246.762,OK,4.84,-46.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,250.913,OK,4.56,-43.0,11,84:0B:BB:2A:35:70
Ping_A5_U3_T2.txt,A5,U3,T2,A5_U3_T2,255.317,OK,53.71,-46.0,11,84:0B:BB:2A:35:70
