arquivo,basename,antena,unidade,teste,ensaio,tempo_abs_ms,tempo_rel_s,status,latencia_ms,ip,channel,bssid,rssi_link_dbm,reason
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,166741,149.683,OK,5.36,192.168.15.1,11,84:0B:BB:2A:35:70,-37.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,170897,153.839,OK,4.24,192.168.15.1,11,84:0B:BB:2A:35:70,-38.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,175089,158.031,OK,4.57,192.168.15.1,11,84:0B:BB:2A:35:70,-39.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,179237,162.179,OK,5.16,192.168.15.1,11,84:0B:BB:2A:35:70,-36.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,183519,166.461,OK,3.61,192.168.15.1,11,84:0B:BB:2A:35:70,-42.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,187644,170.586,OK,2.92,192.168.15.1,11,84:0B:BB:2A:35:70,-45.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,191776,174.718,OK,5.14,192.168.15.1,11,84:0B:BB:2A:35:70,-38.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,195946,178.888,OK,11.54,192.168.15.1,11,84:0B:BB:2A:35:70,-43.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,200066,183.008,OK,5.39,192.168.15.1,11,84:0B:BB:2A:35:70,-42.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,204202,187.144,OK,4.36,192.168.15.1,11,84:0B:BB:2A:35:70,-41.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,208397,191.339,OK,15.47,192.168.15.1,11,84:0B:BB:2A:35:70,-43.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,212548,195.49,OK,9.89,192.168.15.1,11,84:0B:BB:2A:35:70,-44.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,216693,199.635,OK,7.32,192.168.15.1,11,84:0B:BB:2A:35:70,-40.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,220838,203.78,OK,5.62,192.168.15.1,11,84:0B:BB:2A:35:70,-39.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,224959,207.901,OK,3.13,192.168.15.1,11,84:0B:BB:2A:35:70,-40.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,229106,212.048,OK,4.25,192.168.15.1,11,84:0B:BB:2A:35:70,-43.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,233247,216.189,OK,5.29,192.168.15.1,11,84:0B:BB:2A:35:70,-44.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,237381,220.323,OK,4.2,192.168.15.1,11,84:0B:BB:2A:35:70,-43.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,241519,224.461,OK,2.97,192.168.15.1,11,84:0B:BB:2A:35:70,-43.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,245666,228.608,OK,6.05,192.168.15.1,11,84:0B:BB:2A:35:70,-39.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,249952,232.894,OK,4.16,192.168.15.1,11,84:0B:BB:2A:35:70,-41.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,254088,237.03,OK,4.81,192.168.15.1,11,84:0B:BB:2A:35:70,-45.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,258239,241.181,OK,6.98,192.168.15.1,11,84:0B:BB:2A:35:70,-42.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,262356,245.298,OK,3.63,192.168.15.1,11,84:0B:BB:2A:35:70,-43.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,266507,249.449,OK,5.26,192.168.15.1,11,84:0B:BB:2A:35:70,-45.0,
Ping_A4_U1_T2.txt,Ping_A4_U1_T2,A4,U1,T2,A4_U1_T2,270662,253.604,OK,5.48,192.168.15.1,11,84:0B:BB:2A:35:70,-48.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,17299,0.0,OK,55.59,192.168.15.1,11,84:0B:BB:2A:35:70,-59.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,21405,4.106,OK,9.0,192.168.15.1,11,84:0B:BB:2A:35:70,-47.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,25559,8.26,OK,18.53,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,29724,12.425,OK,10.22,192.168.15.1,11,84:0B:BB:2A:35:70,-48.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,33877,16.578,OK,8.26,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,38023,20.724,OK,5.05,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,42162,24.863,OK,5.51,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,46320,29.021,OK,6.19,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,50588,33.289,OK,5.22,192.168.15.1,11,84:0B:BB:2A:35:70,-51.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,54728,37.429,OK,5.29,192.168.15.1,11,84:0B:BB:2A:35:70,-51.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,58901,41.602,OK,13.68,192.168.15.1,11,84:0B:BB:2A:35:70,-51.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,63051,45.752,OK,6.69,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,67204,49.905,OK,7.59,192.168.15.1,11,84:0B:BB:2A:35:70,-51.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,71347,54.048,OK,6.04,192.168.15.1,11,84:0B:BB:2A:35:70,-46.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,75517,58.218,OK,9.76,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,79660,62.361,OK,8.98,192.168.15.1,11,84:0B:BB:2A:35:70,-51.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,83799,66.5,OK,3.28,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,87958,70.659,OK,6.89,192.168.15.1,11,84:0B:BB:2A:35:70,-51.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,92094,74.795,OK,4.76,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,96231,78.932,OK,4.84,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,100370,83.071,OK,4.37,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,104504,87.205,OK,3.46,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,108662,91.363,OK,4.55,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,112818,95.519,OK,7.71,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,117132,99.833,OK,7.13,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,121313,104.014,OK,13.98,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,125476,108.177,OK,7.43,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,129736,112.437,OK,28.09,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,133887,116.588,OK,6.98,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,138039,120.74,OK,5.42,192.168.15.1,11,84:0B:BB:2A:35:70,-51.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,142183,124.884,OK,7.19,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,146366,129.067,OK,10.47,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,150524,133.225,OK,5.16,192.168.15.1,11,84:0B:BB:2A:35:70,-48.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,154661,137.362,OK,3.7,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,158833,141.534,OK,9.96,192.168.15.1,11,84:0B:BB:2A:35:70,-51.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,162986,145.687,OK,4.53,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,167155,149.856,OK,7.27,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,171337,154.038,OK,8.86,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,175536,158.237,OK,3.77,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,180014,162.715,OK,72.03,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,184389,167.09,OK,24.3,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,188549,171.25,OK,11.1,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,192694,175.395,OK,8.43,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,196865,179.566,OK,11.4,192.168.15.1,11,84:0B:BB:2A:35:70,-48.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,201006,183.707,OK,9.31,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,205145,187.846,OK,4.04,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,209282,191.983,OK,3.49,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,213417,196.118,OK,5.92,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,217554,200.255,OK,5.9,192.168.15.1,11,84:0B:BB:2A:35:70,-56.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,221709,204.41,OK,8.58,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,225867,208.568,OK,7.54,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,230007,212.708,OK,6.45,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,234141,216.842,OK,6.03,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,238302,221.003,OK,7.74,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,242478,225.179,OK,10.17,192.168.15.1,11,84:0B:BB:2A:35:70,-51.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,246865,229.566,OK,52.63,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,251192,233.893,OK,14.39,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,255340,238.041,OK,7.18,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,259492,242.193,OK,6.83,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,263614,246.315,OK,4.32,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,267756,250.457,OK,4.17,192.168.15.1,11,84:0B:BB:2A:35:70,-51.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,271953,254.654,OK,13.8,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,276119,258.82,OK,10.26,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,280255,262.956,OK,4.9,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,284402,267.103,OK,4.68,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,288566,271.267,OK,6.94,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,292707,275.408,OK,4.53,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,296876,279.577,OK,9.28,192.168.15.1,11,84:0B:BB:2A:35:70,-48.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,301180,283.881,OK,34.3,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,305360,288.061,OK,9.27,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,309567,292.268,OK,14.13,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,313731,296.432,OK,8.01,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,318022,300.723,OK,5.33,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,322174,304.875,OK,4.47,192.168.15.1,11,84:0B:BB:2A:35:70,-48.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,326349,309.05,OK,13.94,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,330545,313.246,OK,12.97,192.168.15.1,11,84:0B:BB:2A:35:70,-48.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,334704,317.405,OK,5.67,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,338879,321.58,OK,3.37,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,343035,325.736,OK,8.97,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,347179,329.88,OK,6.05,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,351329,334.03,OK,8.9,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,355476,338.177,OK,6.09,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,359623,342.324,OK,6.56,192.168.15.1,11,84:0B:BB:2A:35:70,-48.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,363771,346.472,OK,5.82,192.168.15.1,11,84:0B:BB:2A:35:70,-48.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,367938,350.639,OK,9.66,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,373068,355.769,OK,6.27,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,377215,359.916,OK,5.54,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,381357,364.058,OK,5.43,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,385614,368.315,OK,5.12,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,389752,372.453,OK,3.93,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,393907,376.608,OK,7.7,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,398042,380.743,OK,5.79,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,402196,384.897,OK,9.36,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,406335,389.036,OK,5.36,192.168.15.1,11,84:0B:BB:2A:35:70,-56.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,410479,393.18,OK,3.7,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,414631,397.332,OK,8.34,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,418785,401.486,OK,6.24,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,422955,405.656,OK,10.24,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,427106,409.807,OK,6.74,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,431268,413.969,OK,6.74,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,435419,418.12,OK,6.7,192.168.15.1,11,84:0B:BB:2A:35:70,-48.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,439577,422.278,OK,5.45,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,443734,426.435,OK,6.01,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,447878,430.579,OK,4.17,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,452152,434.853,OK,3.45,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,456326,439.027,OK,9.08,192.168.15.1,11,84:0B:BB:2A:35:70,-51.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,460456,443.157,OK,4.1,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,464612,447.313,OK,9.08,192.168.15.1,11,84:0B:BB:2A:35:70,-48.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,468760,451.461,OK,4.96,192.168.15.1,11,84:0B:BB:2A:35:70,-48.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,472923,455.624,OK,6.12,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,477060,459.761,OK,3.7,192.168.15.1,11,84:0B:BB:2A:35:70,-57.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,481216,463.917,OK,4.86,192.168.15.1,11,84:0B:BB:2A:35:70,-50.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,485371,468.072,OK,5.61,192.168.15.1,11,84:0B:BB:2A:35:70,-46.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,489516,472.217,OK,4.57,192.168.15.1,11,84:0B:BB:2A:35:70,-49.0,
Ping_A5_U3_T1.txt,Ping_A5_U3_T1,A5,U3,T1,A5_U3_T1,493666,476.367,OK,3.31,192.168.15.1,11,84:0B:BB:2A:35:70,-46.0,
Ping_A5_U3_T2.txt,Ping_A5_U3_T2,A5,U3,T2,A5_U3_T2,17032,0.0,OK,13.06,192.168.15.1,11,84:0B:BB:2A:35:70,-45.0,
Ping_A5_U3_T2.txt,Ping_A5_U3_T2,A5,U3,T2,A5_U3_T2,21209,4.177,OK,7.24,192.168.15.1,11,84:0B:BB:2A:35:70,-44.0,
Ping_A5_U3_T2.txt,Ping_A5_U3_T2,A5,U3,T2,A5_U3_T2,25304,8.272,OK,6.94,192.168.15.1,11,84:0B:BB:2A:35:70,-44.0,
Ping_A5_U3_T2.txt,Ping_A5_U3_T2,A5,U3,T2,A5_U3_T2,29511,12.479,OK,19.61,192.168.15.1,11,84:0B:BB:2A:35:70,-43.0,
Ping_A5_U3_T2.txt,Ping_A5_U3_T2,A5,U3,T2,A5_U3_T2,33654,16.622,OK,6.85,192.168.15.1,11,84:0B:BB:2A:35:70,-41.0,
Ping_A5_U3_T2.txt,Ping_A5_U3_T2,A5,U3,T2,A5_U3_T2,37815,20.783,OK,10.56,192.168.15.1,11,84:0B:BB:2A:35:70,-41.0,
Ping_A5_U3_T2.txt,Ping_A5_U3_T2,A5,U3,T2,A5_U3_T2,41961,24.929,OK,5.02,192.168.15.1,11,84:0B:BB:2A:35:70,-40.0,
Ping_A5_U3_T2.txt,Ping_A5_U3_T2,A5,U3,T2,A5_U3_T2,46109,29.077,OK,7.19,192.168.15.1,11,84:0B:BB:2A:35:70,-40.0,
Ping_A5_U3_T2.txt,Ping_A5_U3_T2,A5,U3,T2,A5_U3_T2,50234,33.202,OK,2.89,192.168.15.1,11,84:0B:BB:2A:35:70,-41.0,
Ping_A5_U3_T2.txt,Ping_A5_U3_T2,A5,U3,T2,A5_U3_T2,54426,37.394,OK,13.19,192.168.15.1,11,84:0B:BB:2A:35:70,-40.0,
