timestamp_ms,type,profile,phase,antenna,location,condition,run_id,rssi_dbm,ping_ok,ping_latency_ms,ping_seq,throughput_bps,plr_window,vin_mv,temp_c,link_state,boot_count,uptime_ms,marker,block,notes
1982842,E,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,0,0,0.00,0,0,0.0000,0,0.0,0,23,1982842,,1,START_RUN,crc16=869B
1982844,B,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,0,0,0.00,0,0,0.0000,0,0.0,0,23,1982844,,1,BLOCK1,crc16=C424
1997899,S,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,-71,1,2.90,0,1840736,0.0000,1562,0.0,1,23,1997899,,1,,crc16=B736
2012989,S,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,-68,1,2.72,1,3380832,0.0000,1562,0.0,1,23,2012989,,1,,crc16=67D1
2028031,S,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,-68,1,2.56,2,3362816,0.0000,1562,0.0,1,23,2028031,,1,,crc16=08CF
2043096,S,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,-68,1,2.54,3,3294000,0.0000,1562,0.0,1,23,2043096,,1,,crc16=0B23
2043096,B,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,0,0,0.00,0,0,0.0000,0,0.0,0,23,2043096,,2,BLOCK2,crc16=EA9F
2060126,S,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,-68,1,2.51,4,3303008,0.0000,1562,0.0,1,23,2060126,,2,,crc16=73B9
2075450,S,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,-68,1,2.57,5,2591128,0.0000,1562,0.0,1,23,2075450,,2,,crc16=06E6
2090509,S,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,-68,1,2.60,6,3334144,0.0000,1562,0.0,1,23,2090509,,2,,crc16=8935
2105578,S,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,-66,1,2.64,7,3279256,0.0000,1562,0.0,1,23,2105578,,2,,crc16=6A73
2105578,B,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,0,0,0.00,0,0,0.0000,0,0.0,0,23,2105578,,3,BLOCK3,crc16=F9BC
2121634,S,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,-68,1,2.64,8,3395584,0.0000,1562,0.0,1,23,2121634,,3,,crc16=0D10
2136891,S,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,-68,1,2.64,9,3335776,0.0000,1562,0.0,1,23,2136891,,3,,crc16=7C3C
2151949,S,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,-68,1,2.52,10,3353800,0.0000,1562,0.0,1,23,2151949,,3,,crc16=E378
2167001,S,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,-69,1,2.75,11,2763160,0.0000,1562,0.0,1,23,2167001,,3,,crc16=6B9C
2167081,E,A,F3B,A42,MESA,DES,BURN_A42_MESA_DES_R02,0,0,0.00,0,0,0.0000,0,0.0,0,23,2167081,,3,END_RUN,crc16=5C20
