timestamp_ms,type,profile,phase,antenna,location,condition,run_id,rssi_dbm,ping_ok,ping_latency_ms,ping_seq,throughput_bps,plr_window,vin_mv,temp_c,link_state,boot_count,uptime_ms,marker,block,notes
968520,E,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,0,0,0.00,0,0,0.0000,0,0.0,0,23,968520,,1,START_RUN,crc16=7582
968522,B,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,0,0,0.00,0,0,0.0000,0,0.0,0,23,968522,,1,BLOCK1,crc16=B60B
986659,S,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,-59,1,2.80,0,0,0.0000,1562,0.0,1,23,986659,,1,,crc16=076B
1004685,S,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,-58,1,2.90,1,0,0.0000,1562,0.0,1,23,1004685,,1,,crc16=7807
1022736,S,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,-59,1,2.78,2,0,0.0000,1562,0.0,1,23,1022736,,1,,crc16=3E1A
1040783,S,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,-58,1,2.77,3,0,0.0000,1562,0.0,1,23,1040783,,1,,crc16=6173
1040783,B,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,0,0,0.00,0,0,0.0000,0,0.0,0,23,1040783,,2,BLOCK2,crc16=07CD
1059736,S,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,-59,1,2.81,4,0,0.0000,1562,0.0,1,23,1059736,,2,,crc16=4F37
1077748,S,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,-55,1,2.86,5,0,0.0000,1562,0.0,1,23,1077748,,2,,crc16=A29D
1095798,S,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,-58,1,2.81,6,0,0.0000,1562,0.0,1,23,1095798,,2,,crc16=7C9B
1113842,S,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,-56,1,2.71,7,0,0.0000,1562,0.0,1,23,1113842,,2,,crc16=0EDA
1113842,B,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,0,0,0.00,0,0,0.0000,0,0.0,0,23,1113842,,3,BLOCK3,crc16=3857
1132775,S,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,-57,1,2.83,8,0,0.0000,1562,0.0,1,23,1132775,,3,,crc16=4843
1150783,S,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,-57,1,5.72,9,0,0.0000,1562,0.0,1,23,1150783,,3,,crc16=F9F5
1168817,S,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,-57,1,2.51,10,0,0.0000,1562,0.0,1,23,1168817,,3,,crc16=43E4
1186858,S,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,-57,1,2.60,11,0,0.0000,1562,0.0,1,23,1186858,,3,,crc16=6FF2
1187099,E,A,F3B,A53,MESA,DES,BURN_A53_MESA_DES_R03,0,0,0.00,0,0,0.0000,0,0.0,0,23,1187099,,3,END_RUN,crc16=41FC
