timestamp_ms,type,profile,phase,antenna,location,condition,run_id,rssi_dbm,ping_ok,ping_latency_ms,ping_seq,throughput_bps,plr_window,vin_mv,temp_c,link_state,boot_count,uptime_ms,marker,block,notes
85532,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-62,1,2.98,41,0,0.0000,1562,36.1,1,27,85532,,0,,crc16=26E7
86532,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-63,1,3.00,42,0,0.0000,1562,36.1,1,27,86532,,0,,crc16=4C5B
87532,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-62,1,2.91,43,0,0.0000,1562,36.1,1,27,87532,,0,,crc16=F751
88536,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-63,1,6.37,44,0,0.0000,1562,36.1,1,27,88536,,0,,crc16=C8B2
89531,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-63,1,2.97,45,0,0.0000,1562,36.1,1,27,89531,,0,,crc16=F937
90531,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-68,1,2.93,46,0,0.0000,1562,36.1,1,27,90531,,0,,crc16=03F1
91531,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-69,1,2.93,47,0,0.0000,1562,36.1,1,27,91531,,0,,crc16=E75B
92531,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-63,1,2.88,48,0,0.0000,1562,36.1,1,27,92531,,0,,crc16=055E
93532,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-70,1,4.21,49,0,0.0000,1562,36.1,1,27,93532,,0,,crc16=1401
94541,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-70,1,4.34,50,0,0.0000,1562,36.1,1,27,94541,,0,,crc16=E5FC
95540,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-67,1,2.99,51,0,0.0000,1562,36.1,1,27,95540,,0,,crc16=2CD2
96540,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-68,1,2.88,52,0,0.0000,1562,36.1,1,27,96540,,0,,crc16=720D
97540,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-69,1,2.88,53,0,0.0000,1562,36.1,1,27,97540,,0,,crc16=96A7
98540,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-64,1,2.93,54,0,0.0000,1562,36.1,1,27,98540,,0,,crc16=A2B1
99540,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-67,1,2.58,55,0,0.0000,1562,36.7,1,27,99540,,0,,crc16=E8AD
100539,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-66,1,2.95,56,0,0.0000,1562,36.1,1,27,100539,,0,,crc16=3B35
101543,S,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,-62,1,7.00,57,0,0.0000,1562,36.7,1,27,101543,,0,,crc16=772F
102554,E,B,F2,A41,MESA,DES,CLOCK_A41_MESA_DES_R02,0,0,0.00,0,0,0.0000,0,0.0,0,27,102554,,0,END_RUN,crc16=E1F0
