timestamp_ms,type,profile,phase,antenna,location,condition,run_id,rssi_dbm,ping_ok,ping_latency_ms,ping_seq,throughput_bps,plr_window,vin_mv,temp_c,link_state,boot_count,uptime_ms,marker,block,notes
23991,E,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,0,0,0.00,0,0,0.0000,0,0.0,0,18,23991,,1,START_RUN,crc16=766323993,B,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,0,0,0.00,0,0,0.0000,0,0.0,0,18,23993,,1,BLOCK1,crc16=48A539347,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,-66,1,0.00,0,1585968,0.0000,1562,0.0,1,18,39347,,1,,crc16=11F454408,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,-65,1,0.00,1,2047176,0.0000,1562,0.0,1,18,54408,,1,,crc16=32F770000,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,-69,1,0.00,2,1800600,0.0000,1562,0.0,1,18,70000,,1,,crc16=910685325,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,-70,1,0.00,3,2917168,0.0000,1562,0.0,1,18,85325,,1,,crc16=FB9185325,B,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,0,0,0.00,0,0,0.0000,0,0.0,0,18,85325,,2,BLOCK2,crc16=F18F101304,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,-61,1,0.00,4,2609968,0.0000,1562,0.0,1,18,101304,,2,,crc16=2B96116557,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,-62,1,0.00,5,3022848,0.0000,1562,0.0,1,18,116557,,2,,crc16=E7E8132878,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,-65,1,0.00,6,3498800,0.0000,1562,0.0,1,18,132878,,2,,crc16=ADA6148100,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,-66,1,0.00,7,3348064,0.0000,1562,0.0,1,18,148100,,2,,crc16=4748148100,B,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,0,0,0.00,0,0,0.0000,0,0.0,0,18,148100,,3,BLOCK3,crc16=4A1A164076,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,-66,1,0.00,8,2524768,0.0000,1562,0.0,1,18,164076,,3,,crc16=B6BB179129,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,-64,1,0.00,9,1896448,0.0000,1562,0.0,1,18,179129,,3,,crc16=4286194180,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,-64,1,0.00,10,2488728,0.0000,1562,0.0,1,18,194180,,3,,crc16=B5DF209233,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,-67,1,0.00,11,1759640,0.0000,1562,0.0,1,18,209233,,3,,crc16=5A51209321,E,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R01,0,0,0.00,0,0,0.0000,0,0.0,0,18,209321,,3,END_RUN,crc16=9059
