timestamp_ms,type,profile,phase,antenna,location,condition,run_id,rssi_dbm,ping_ok,ping_latency_ms,ping_seq,throughput_bps,plr_window,vin_mv,temp_c,link_state,boot_count,uptime_ms,marker,block,notes
12010421,E,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,0,0,0.00,0,0,0.0000,0,0.0,0,28,12010421,,0,START_RUN,crc16=5205
12028531,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-75,1,4.65,0,0,0.0000,1562,36.1,1,28,12028531,,0,,crc16=998A
12046585,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-76,1,2.87,1,0,0.0000,1562,36.7,1,28,12046585,,0,,crc16=4E2E
12064591,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-72,1,2.99,2,0,0.0000,1562,36.1,1,28,12064591,,0,,crc16=5CC1
12082617,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-75,1,2.69,3,0,0.0000,1562,36.1,1,28,12082617,,0,,crc16=ED51
12100640,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-72,1,2.79,4,0,0.0000,1562,36.7,1,28,12100640,,0,,crc16=1722
12118695,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-73,1,2.83,5,0,0.0000,1562,37.8,1,28,12118695,,0,,crc16=1F56
12137440,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-71,1,5.54,6,0,2.0833,1562,36.7,1,28,12137440,,0,,crc16=FCD8
12155489,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-69,1,3.12,7,0,0.0000,1562,36.1,1,28,12155489,,0,,crc16=5072
12173542,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-68,1,3.17,8,0,0.0000,1562,36.1,1,28,12173542,,0,,crc16=B770
12191579,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-69,1,3.69,9,0,0.0000,1562,36.1,1,28,12191579,,0,,crc16=C16A
12209599,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-65,1,3.72,10,0,0.0000,1562,36.7,1,28,12209599,,0,,crc16=07D9
12227604,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-66,1,6.51,11,0,0.0000,1562,36.1,1,28,12227604,,0,,crc16=62FB
12245659,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-67,1,5.45,12,0,0.0000,1562,36.1,1,28,12245659,,0,,crc16=EE1A
12263667,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-68,1,2.87,13,0,0.0000,1562,35.6,1,28,12263667,,0,,crc16=BCFF
12281721,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-70,1,3.41,14,0,0.0000,1562,36.1,1,28,12281721,,0,,crc16=BC8A
12299771,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-68,1,2.58,15,0,0.0000,1562,36.1,1,28,12299771,,0,,crc16=0CCB
12317788,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-62,1,2.86,16,0,0.0000,1562,36.1,1,28,12317788,,0,,crc16=5D33
12335819,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-67,1,2.66,17,0,0.0000,1562,35.6,1,28,12335819,,0,,crc16=4BF6
12353853,S,A,F3B,A41,MESA,DES,BURN_A41_MESA_DES_R05,-67,1,2.83,18,0,0.0000,1562,36.1,1,28,12353853,,0,,crc16=89CB
