timestamp_ms,type,profile,phase,antenna,location,condition,run_id,rssi_dbm,ping_ok,ping_latency_ms,ping_seq,throughput_bps,plr_window,vin_mv,temp_c,link_state,boot_count,uptime_ms,marker,block,notes
2647616,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-62,1,2.95,34,0,0.0000,1562,37.8,1,25,2647616,,0,,crc16=28B3
2648116,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-57,1,2.84,35,0,0.0000,1562,37.8,1,25,2648116,,0,,crc16=6461
2648615,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-62,1,2.87,36,0,0.0000,1562,37.2,1,25,2648615,,0,,crc16=5C5A
2649115,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-62,1,2.84,37,0,0.0000,1562,37.2,1,25,2649115,,0,,crc16=D977
2649622,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-56,1,9.46,38,0,0.0000,1562,37.8,1,25,2649622,,0,,crc16=E3B3
2650116,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-56,1,4.11,39,0,0.0000,1562,37.8,1,25,2650116,,0,,crc16=0C54
2650613,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-56,1,2.88,40,0,0.0000,1562,38.3,1,25,2650613,,0,,crc16=0F61
2651113,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-56,1,2.95,41,0,0.0000,1562,38.3,1,25,2651113,,0,,crc16=70F1
2651613,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-61,1,2.80,42,0,0.0000,1562,37.8,1,25,2651613,,0,,crc16=62A0
2652112,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-61,1,2.85,43,0,0.0000,1562,37.8,1,25,2652112,,0,,crc16=A30F
2652611,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-56,1,2.89,44,0,0.0000,1562,37.8,1,25,2652611,,0,,crc16=5C4B
2653113,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-54,1,4.17,45,0,0.0000,1562,37.8,1,25,2653113,,0,,crc16=9EF3
2653612,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-62,1,5.15,46,0,0.0000,1562,38.3,1,25,2653612,,0,,crc16=4CC8
2654109,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-56,1,2.95,47,0,0.0000,1562,38.3,1,25,2654109,,0,,crc16=1109
2654609,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-62,1,2.93,48,0,0.0000,1562,37.8,1,25,2654609,,0,,crc16=ED82
2655143,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-55,1,4.30,49,0,0.0000,1562,37.8,1,25,2655143,,0,,crc16=CD04
2655646,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-63,1,7.49,50,0,0.0000,1562,38.3,1,25,2655646,,0,,crc16=F320
2656142,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-63,1,4.12,51,0,0.0000,1562,38.3,1,25,2656142,,0,,crc16=09E3
2656641,S,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,-57,1,4.41,52,0,0.0000,1562,38.3,1,25,2656641,,0,,crc16=8634
2656716,E,B,F1,A41,MESA,DES,WALK_A41_MESA_DES_R01,0,0,0.00,0,0,0.0000,0,0.0,0,25,2656716,,0,END_RUN,crc16=9FE0
